id	file	line	kind	field	source	zh_cn	context
EDIT_00221	lib/edit/a_info.txt	825	activation_message	E	Your dagger throbs deep green...		E:Your dagger throbs deep green...
EDIT_00222	lib/edit/a_info.txt	826	description	D	A large stiletto dagger that glistens with odorless poison, to which the		D:A large stiletto dagger that glistens with odorless poison, to which the
EDIT_00223	lib/edit/a_info.txt	827	description	D	wearer seems oddly immune.		D:wearer seems oddly immune.
EDIT_00224	lib/edit/a_info.txt	831	artifact_name	N:name	of Fiona		N:70:of Fiona
EDIT_00225	lib/edit/a_info.txt	839	activation_message	E	Your dagger is covered in frost...		E:Your dagger is covered in frost...
EDIT_00226	lib/edit/a_info.txt	843	artifact_name	N:name	'Calris'		N:71:'Calris'
EDIT_00227	lib/edit/a_info.txt	850	description	D	This sword has runes of power incised on its ornate hilt, and a single		D:This sword has runes of power incised on its ornate hilt, and a single
EDIT_00228	lib/edit/a_info.txt	851	description	D	blood channel that gleams coldly blue as you grasp this mighty weapon of		D:blood channel that gleams coldly blue as you grasp this mighty weapon of
EDIT_00229	lib/edit/a_info.txt	852	description	D	peril.		D:peril.
EDIT_00230	lib/edit/a_info.txt	856	artifact_name	N:name	'Grayswandir'		N:72:'Grayswandir'
EDIT_00231	lib/edit/a_info.txt	866	description	D	Corwin's mighty blade, decorated with a portion of the Pattern and		D:Corwin's mighty blade, decorated with a portion of the Pattern and
EDIT_00232	lib/edit/a_info.txt	867	description	D	especially deadly against creatures of chaos; it is the twin of		D:especially deadly against creatures of chaos; it is the twin of
EDIT_00233	lib/edit/a_info.txt	868	description	D	Brand's sword Werewindle.		D:Brand's sword Werewindle.
EDIT_00234	lib/edit/a_info.txt	872	artifact_name	N:name	'Glamdring'		N:73:'Glamdring'
EDIT_00235	lib/edit/a_info.txt	881	description	D	This fiery, shining blade earned its sobriquet "Foe-Hammer" from dying orcs		D:This fiery, shining blade earned its sobriquet "Foe-Hammer" from dying orcs
EDIT_00236	lib/edit/a_info.txt	882	description	D	who dared to come near hidden Gondolin.		D:who dared to come near hidden Gondolin.
EDIT_00237	lib/edit/a_info.txt	886	artifact_name	N:name	'Nothung'		N:74:'Nothung'
EDIT_00238	lib/edit/a_info.txt	896	artifact_name	N:name	'Orcrist'		N:75:'Orcrist'
EDIT_00239	lib/edit/a_info.txt	903	description	D	This coldly gleaming blade is called simply "Biter", by orcs who came to		D:This coldly gleaming blade is called simply "Biter", by orcs who came to
EDIT_00240	lib/edit/a_info.txt	904	description	D	know its power all too well.		D:know its power all too well.
EDIT_00241	lib/edit/a_info.txt	908	artifact_name	N:name	'Gurthang'		N:76:'Gurthang'
EDIT_00242	lib/edit/a_info.txt	914	description	D	A giant sword once wielded by mighty Turin, and a great dragonbane which		D:A giant sword once wielded by mighty Turin, and a great dragonbane which
EDIT_00243	lib/edit/a_info.txt	915	description	D	bathed in Glaurung's blood: but beware, it will drink the blood of those		D:bathed in Glaurung's blood: but beware, it will drink the blood of those
EDIT_00244	lib/edit/a_info.txt	916	description	D	who wield it eventually.		D:who wield it eventually.
EDIT_00245	lib/edit/a_info.txt	920	artifact_name	N:name	'Zarcuthra'		N:77:'Zarcuthra'
EDIT_00246	lib/edit/a_info.txt	929	description	D	Dark and deadly runes stand stark against the naked steel of this awesome		D:Dark and deadly runes stand stark against the naked steel of this awesome
EDIT_00247	lib/edit/a_info.txt	930	description	D	weapon, and you feel a stunning power of slaying and rending as you		D:weapon, and you feel a stunning power of slaying and rending as you
EDIT_00248	lib/edit/a_info.txt	931	description	D	slowly approach.		D:slowly approach.
EDIT_00249	lib/edit/a_info.txt	933	artifact_name	N:name	'Twilight'		N:78:'Twilight'
EDIT_00250	lib/edit/a_info.txt	940	description	D	Surtur's sword of doom, bringer of death and destruction even to the gods.		D:Surtur's sword of doom, bringer of death and destruction even to the gods.
EDIT_00251	lib/edit/a_info.txt	944	artifact_name	N:name	'Gondricam'		N:79:'Gondricam'
EDIT_00252	lib/edit/a_info.txt	951	description	D	Famed sea-defender of Lebennin. A short, slightly curved chopping blade		D:Famed sea-defender of Lebennin. A short, slightly curved chopping blade
EDIT_00253	lib/edit/a_info.txt	952	description	D	with a perfect edge shining cleanly in the sun, an object of hate to the		D:with a perfect edge shining cleanly in the sun, an object of hate to the
EDIT_00254	lib/edit/a_info.txt	953	description	D	men of Umbar who met it in combat.		D:men of Umbar who met it in combat.
EDIT_00255	lib/edit/a_info.txt	957	artifact_name	N:name	'Crisdurian'		N:80:'Crisdurian'
EDIT_00256	lib/edit/a_info.txt	963	description	D	A giant's weapon, with a long blade tall and straight thrusting out from a		D:A giant's weapon, with a long blade tall and straight thrusting out from a
EDIT_00257	lib/edit/a_info.txt	964	description	D	massive double-pronged hilt. On its blade are written doomspells against		D:massive double-pronged hilt. On its blade are written doomspells against
EDIT_00258	lib/edit/a_info.txt	965	description	D	both the living and undead.		D:both the living and undead.
EDIT_00259	lib/edit/a_info.txt	969	artifact_name	N:name	'Aglarang'		N:81:'Aglarang'
EDIT_00260	lib/edit/a_info.txt	975	description	D	An utterly perfect, cleanly chiseled sword, with a edge that effortlessly		D:An utterly perfect, cleanly chiseled sword, with a edge that effortlessly
EDIT_00261	lib/edit/a_info.txt	976	description	D	slices rock and bone and spells to render the wearer lithe and nimble. It		D: slices rock and bone and spells to render the wearer lithe and nimble. It
EDIT_00262	lib/edit/a_info.txt	977	description	D	is combat incarnate.		D: is combat incarnate.
EDIT_00263	lib/edit/a_info.txt	981	artifact_name	N:name	'Ringil'		N:82:'Ringil'
EDIT_00264	lib/edit/a_info.txt	990	activation_message	E	Your sword glows an intense blue...		E:Your sword glows an intense blue...
EDIT_00265	lib/edit/a_info.txt	991	description	D	The weapon of Fingolfin, High King of the Noldor; it shines like a column		D:The weapon of Fingolfin, High King of the Noldor; it shines like a column
EDIT_00266	lib/edit/a_info.txt	992	description	D	of ice lit by light unquenchable. Morgoth came unwillingly to meet it		D:of ice lit by light unquenchable. Morgoth came unwillingly to meet it
EDIT_00267	lib/edit/a_info.txt	993	description	D	of old; his lame foot will remind him of its might should he meet it again.		D:of old; his lame foot will remind him of its might should he meet it again.
EDIT_00268	lib/edit/a_info.txt	997	artifact_name	N:name	'Anduril'		N:83:'Anduril'
EDIT_00269	lib/edit/a_info.txt	1005	activation_message	E	Your sword glows an intense red...		E:Your sword glows an intense red...
EDIT_00270	lib/edit/a_info.txt	1006	description	D	The famed "Flame of the West", the sword that was broken and is forged		D:The famed "Flame of the West", the sword that was broken and is forged
EDIT_00271	lib/edit/a_info.txt	1007	description	D	again. It glows with the essence of fire, its wearer is mighty in combat,		D:again. It glows with the essence of fire, its wearer is mighty in combat,
EDIT_00272	lib/edit/a_info.txt	1008	description	D	and no creature of Sauron can withstand it. It will never be stained or		D:and no creature of Sauron can withstand it. It will never be stained or
EDIT_00273	lib/edit/a_info.txt	1009	description	D	broken even in defeat.		D:broken even in defeat.
EDIT_00274	lib/edit/a_info.txt	1011	artifact_name	N:name	'Werewindle'		N:84:'Werewindle'
EDIT_00275	lib/edit/a_info.txt	1021	description	D	Brand's mighty Pattern sword, the twin of Corwin's Grayswandir.		D:Brand's mighty Pattern sword, the twin of Corwin's Grayswandir.
EDIT_00276	lib/edit/a_info.txt	1025	artifact_name	N:name	'Chainsword'		N:85:'Chainsword'
EDIT_00277	lib/edit/a_info.txt	1035	artifact_name	N:name	'Forasgil'		N:86:'Forasgil'
EDIT_00278	lib/edit/a_info.txt	1041	description	D	A slender, tapered blade whose wielder strikes icy blows with deadly		D:A slender, tapered blade whose wielder strikes icy blows with deadly
EDIT_00279	lib/edit/a_info.txt	1042	description	D	accuracy.		D:accuracy.
EDIT_00280	lib/edit/a_info.txt	1046	artifact_name	N:name	'Careth Asdriag'		N:87:'Careth Asdriag'
EDIT_00281	lib/edit/a_info.txt	1052	description	D	An heirloom of the Lords of Rhun far to the east, and a name of		D:An heirloom of the Lords of Rhun far to the east, and a name of
EDIT_00282	lib/edit/a_info.txt	1053	description	D	dismay to creatures natural and unnatural.		D:dismay to creatures natural and unnatural.
EDIT_00283	lib/edit/a_info.txt	1057	artifact_name	N:name	'Sting'		N:88:'Sting'
EDIT_00284	lib/edit/a_info.txt	1064	description	D	"I will give you a name, and I shall call you Sting." The perfect size		D:"I will give you a name, and I shall call you Sting." The perfect size
EDIT_00285	lib/edit/a_info.txt	1065	description	D	for Bilbo, and stamped forever by the courage he found in Mirkwood, this		D:for Bilbo, and stamped forever by the courage he found in Mirkwood, this
EDIT_00286	lib/edit/a_info.txt	1066	description	D	sturdy little blade grants the wearer combat prowess and survival		D:sturdy little blade grants the wearer combat prowess and survival
EDIT_00287	lib/edit/a_info.txt	1067	description	D	abilities they did not know they had.		D:abilities they did not know they had.
EDIT_00288	lib/edit/a_info.txt	1071	artifact_name	N:name	'Soulsword'		N:89:'Soulsword'
EDIT_00289	lib/edit/a_info.txt	1082	artifact_name	N:name	of Merlin		N:90:of Merlin
EDIT_00290	lib/edit/a_info.txt	1091	artifact_name	N:name	'Doomcaller'		N:91:'Doomcaller'
EDIT_00291	lib/edit/a_info.txt	1100	description	D	This weapon of wrath, cursed with a violent anger, dives hungrily		D:This weapon of wrath, cursed with a violent anger, dives hungrily
EDIT_00292	lib/edit/a_info.txt	1101	description	D	into the flesh of its enemies. It gathers shadows of death into its		D:into the flesh of its enemies. It gathers shadows of death into its
EDIT_00293	lib/edit/a_info.txt	1102	description	D	owner as they inflict wounds that will never heal.		D:owner as they inflict wounds that will never heal.
EDIT_00294	lib/edit/a_info.txt	1106	artifact_name	N:name	'Vorpal Blade'		N:92:'Vorpal Blade'
EDIT_00295	lib/edit/a_info.txt	1112	description	D	"One, two! One, two! And through, and through, the vorpal blade		D:"One, two! One, two! And through, and through, the vorpal blade
EDIT_00296	lib/edit/a_info.txt	1113	description	D	went snicker-snack!"		D:went snicker-snack!"
EDIT_00297	lib/edit/a_info.txt	1117	artifact_name	N:name	of Theoden		N:93:of Theoden
EDIT_00298	lib/edit/a_info.txt	1124	activation_message	E	Your axe blade glows black...		E:Your axe blade glows black...
EDIT_00299	lib/edit/a_info.txt	1125	description	D	The narrow axe head of this weapon, finely balanced by a crow's beak,		D:The narrow axe head of this weapon, finely balanced by a crow's beak,
EDIT_00300	lib/edit/a_info.txt	1126	description	D	would pierce even the armour of Smaug, and its wielder becomes aware of		D:would pierce even the armour of Smaug, and its wielder becomes aware of
EDIT_00301	lib/edit/a_info.txt	1127	description	D	the minds of their enemies.		D:the minds of their enemies.
EDIT_00302	lib/edit/a_info.txt	1131	artifact_name	N:name	of Pain		N:94:of Pain
EDIT_00303	lib/edit/a_info.txt	1136	description	D	The massive chopper that crowns this glaive glows blood-red and black;		D:The massive chopper that crowns this glaive glows blood-red and black;
EDIT_00304	lib/edit/a_info.txt	1137	description	D	fell spells of annihilation swirl and dance as you swing death's myrmidon		D:fell spells of annihilation swirl and dance as you swing death's myrmidon
EDIT_00305	lib/edit/a_info.txt	1138	description	D	down.		D:down.
EDIT_00306	lib/edit/a_info.txt	1142	artifact_name	N:name	'Osondir'		N:95:'Osondir'
EDIT_00307	lib/edit/a_info.txt	1149	description	D	Lordly and tall did Osondir stand against the wrath of giants, and		D:Lordly and tall did Osondir stand against the wrath of giants, and
EDIT_00308	lib/edit/a_info.txt	1150	description	D	clear-eyed in barrows fell, wielding a halberd glowing ruby red.		D:clear-eyed in barrows fell, wielding a halberd glowing ruby red.
EDIT_00309	lib/edit/a_info.txt	1154	artifact_name	N:name	'Til-i-arc'		N:96:'Til-i-arc'
EDIT_00310	lib/edit/a_info.txt	1161	description	D	Within this long thrusting spear lie the spirits of frost giants and fire		D:Within this long thrusting spear lie the spirits of frost giants and fire
EDIT_00311	lib/edit/a_info.txt	1162	description	D	demons, who war forever, trapped by magely spells.		D:demons, who war forever, trapped by magely spells.
EDIT_00312	lib/edit/a_info.txt	1166	artifact_name	N:name	'Runespear'		N:97:'Runespear'
EDIT_00313	lib/edit/a_info.txt	1175	activation_message	E	Your spear crackles with electricity...		E:Your spear crackles with electricity...
EDIT_00314	lib/edit/a_info.txt	1176	description	D	Gungnir, the spear of Odin, inscribed with mighty runes.		D:Gungnir, the spear of Odin, inscribed with mighty runes.
EDIT_00315	lib/edit/a_info.txt	1180	artifact_name	N:name	of Destiny		N:98:of Destiny
EDIT_00316	lib/edit/a_info.txt	1189	activation_message	E	Your spear pulsates...		E:Your spear pulsates...
EDIT_00317	lib/edit/a_info.txt	1193	artifact_name	N:name	of Hagen		N:99:of Hagen
EDIT_00318	lib/edit/a_info.txt	1202	artifact_name	N:name	of Eorlingas		N:100:of Eorlingas
EDIT_00319	lib/edit/a_info.txt	1208	description	D	"Forth Eorlingas!". To the field of Celebrant came Eorl the Young		D:"Forth Eorlingas!". To the field of Celebrant came Eorl the Young
EDIT_00320	lib/edit/a_info.txt	1209	description	D	to save beleaguered Gondor, and from his lance fled massive trolls		D:to save beleaguered Gondor, and from his lance fled massive trolls
EDIT_00321	lib/edit/a_info.txt	1210	description	D	and dire wolves.		D:and dire wolves.
EDIT_00322	lib/edit/a_info.txt	1214	artifact_name	N:name	of Durin		N:101:of Durin
EDIT_00323	lib/edit/a_info.txt	1221	description	D	The twin massive axe heads of this ancient demon's dread gleam with		D:The twin massive axe heads of this ancient demon's dread gleam with
EDIT_00324	lib/edit/a_info.txt	1222	description	D	mithril inlay, which tell sagas of endurance, invoking the powers of		D:mithril inlay, which tell sagas of endurance, invoking the powers of
EDIT_00325	lib/edit/a_info.txt	1223	description	D	Khazad-dum to protect the wearer and slay all evils found underground.		D:Khazad-dum to protect the wearer and slay all evils found underground.
EDIT_00326	lib/edit/a_info.txt	1227	artifact_name	N:name	of Eonwe		N:102:of Eonwe
EDIT_00327	lib/edit/a_info.txt	1236	activation_message	E	Your axe lets out a long, shrill note...		E:Your axe lets out a long, shrill note...
EDIT_00328	lib/edit/a_info.txt	1237	description	D	The axe of Eonwe, leader of the Hosts of the West before the gates of		D:The axe of Eonwe, leader of the Hosts of the West before the gates of
EDIT_00329	lib/edit/a_info.txt	1238	description	D	Thangorodrim, strikes with icy wrath at the undead, disperses hosts of		D:Thangorodrim, strikes with icy wrath at the undead, disperses hosts of
