Missing file rows: 0
NO_MATCH SRC_17181 src/spells3.c:2941:62 "The"
NO_MATCH SRC_17186 src/spells3.c:2986:66 "The"
NO_MATCH SRC_17193 src/spells3.c:3030:62 "The"
NO_MATCH SRC_17211 src/spells3.c:3917:78 "were"
NO_MATCH SRC_17212 src/spells3.c:3917:87 "was"
NO_MATCH SRC_17216 src/spells3.c:4016:93 "is"
NO_MATCH SRC_17219 src/spells3.c:4021:82 "is"
NO_MATCH SRC_17224 src/spells3.c:4054:62 "The"
NO_MATCH SRC_17227 src/spells3.c:4060:58 "The"
NO_MATCH SRC_17399 src/spells_c.c:892:61 "nether"
NO_MATCH SRC_17400 src/spells_c.c:892:72 "fire"
NO_MATCH SRC_17940 src/spoilers.c:351:101 "Device"
NO_MATCH SRC_17941 src/spoilers.c:351:111 "Save"
NO_MATCH SRC_17942 src/spoilers.c:351:119 "Stealth"
NO_MATCH SRC_17945 src/spoilers.c:372:104 "Perception"
NO_MATCH SRC_17946 src/spoilers.c:372:118 "Melee"
NO_MATCH SRC_17947 src/spoilers.c:372:127 "Archery"
NO_MATCH SRC_17948 src/spoilers.c:372:138 "Infra"
NO_MATCH SRC_17954 src/spoilers.c:446:101 "Device"
NO_MATCH SRC_17955 src/spoilers.c:446:111 "Save"
NO_MATCH SRC_17956 src/spoilers.c:446:119 "Stealth"
NO_MATCH SRC_17959 src/spoilers.c:460:104 "Perception"
NO_MATCH SRC_17960 src/spoilers.c:460:118 "Melee"
NO_MATCH SRC_17961 src/spoilers.c:460:127 "Archery"
NO_MATCH SRC_17962 src/spoilers.c:460:138 "Infra"
NO_MATCH SRC_17972 src/spoilers.c:583:101 "Device"
NO_MATCH SRC_17973 src/spoilers.c:583:111 "Save"
NO_MATCH SRC_17974 src/spoilers.c:583:119 "Stealth"
NO_MATCH SRC_17977 src/spoilers.c:597:104 "Perception"
NO_MATCH SRC_17978 src/spoilers.c:597:118 "Melee"
NO_MATCH SRC_17979 src/spoilers.c:597:127 "Archery"
NO_MATCH SRC_17980 src/spoilers.c:597:138 "Infra"
NO_MATCH SRC_18004 src/spoilers.c:792:101 "Device"
NO_MATCH SRC_18005 src/spoilers.c:792:111 "Save"
NO_MATCH SRC_18006 src/spoilers.c:792:119 "Stealth"
NO_MATCH SRC_18009 src/spoilers.c:815:104 "Perception"
NO_MATCH SRC_18010 src/spoilers.c:815:118 "Melee"
NO_MATCH SRC_18011 src/spoilers.c:815:127 "Archery"
NO_MATCH SRC_18012 src/spoilers.c:815:138 "Infra"
NO_MATCH SRC_18018 src/spoilers.c:870:101 "Device"
NO_MATCH SRC_18019 src/spoilers.c:870:111 "Save"
NO_MATCH SRC_18020 src/spoilers.c:870:119 "Stealth"
NO_MATCH SRC_18023 src/spoilers.c:884:104 "Perception"
NO_MATCH SRC_18024 src/spoilers.c:884:118 "Melee"
NO_MATCH SRC_18025 src/spoilers.c:884:127 "Archery"
NO_MATCH SRC_18026 src/spoilers.c:884:138 "Infra"
NO_MATCH SRC_18033 src/spoilers.c:931:101 "Device"
NO_MATCH SRC_18034 src/spoilers.c:931:111 "Save"
NO_MATCH SRC_18035 src/spoilers.c:931:119 "Stealth"
NO_MATCH SRC_18038 src/spoilers.c:945:104 "Perception"
NO_MATCH SRC_18039 src/spoilers.c:945:118 "Melee"
NO_MATCH SRC_18040 src/spoilers.c:945:127 "Archery"
NO_MATCH SRC_18041 src/spoilers.c:945:138 "Infra"
NO_MATCH SRC_18059 src/spoilers.c:1036:101 "Device"
NO_MATCH SRC_18060 src/spoilers.c:1036:111 "Save"
NO_MATCH SRC_18061 src/spoilers.c:1036:119 "Stealth"
NO_MATCH SRC_18064 src/spoilers.c:1050:101 "Perception"
NO_MATCH SRC_18065 src/spoilers.c:1050:115 "Melee"
NO_MATCH SRC_18066 src/spoilers.c:1050:124 "Archery"
NO_MATCH SRC_18072 src/spoilers.c:1095:101 "Device"
NO_MATCH SRC_18073 src/spoilers.c:1095:111 "Save"
NO_MATCH SRC_18074 src/spoilers.c:1095:119 "Stealth"
NO_MATCH SRC_18077 src/spoilers.c:1109:104 "Perception"
NO_MATCH SRC_18078 src/spoilers.c:1109:118 "Melee"
NO_MATCH SRC_18079 src/spoilers.c:1109:127 "Archery"
NO_MATCH SRC_18080 src/spoilers.c:1109:138 "Infra"
NO_MATCH SRC_18082 src/spoilers.c:1131:95 "Wild-Talent"
NO_MATCH SRC_18111 src/spoilers.c:1255:11 "<topic:Tables><style:heading>Table 1 - Class Statistic Bonus Table</style>\n<style:table>\n"
NO_MATCH SRC_18113 src/spoilers.c:1288:11 "<topic:Skills1><style:heading>Table 2 - Class Skill Bonus Table I</style>\n<style:table>\n"
NO_MATCH SRC_18114 src/spoilers.c:1289:88 "Disarming"
NO_MATCH SRC_18115 src/spoilers.c:1289:101 "Device"
NO_MATCH SRC_18116 src/spoilers.c:1289:111 "Save"
NO_MATCH SRC_18117 src/spoilers.c:1289:119 "Stealth"
NO_MATCH SRC_18118 src/spoilers.c:1309:11 "<topic:Skills2><style:heading>Table 3 - Class Skill Bonus Table II</style>\n<style:table>\n"
NO_MATCH SRC_18119 src/spoilers.c:1310:88 "Searching"
NO_MATCH SRC_18120 src/spoilers.c:1310:101 "Perception"
NO_MATCH SRC_18121 src/spoilers.c:1310:115 "Melee"
NO_MATCH SRC_18122 src/spoilers.c:1310:124 "Archery"
NO_MATCH SRC_18125 src/spoilers.c:1348:17 "if you are sufficiently deep for the quest to be challenging. Pressing <color:y>CTRL+F</color>"
NO_MATCH SRC_18132 src/spoilers.c:1368:88 "Disarming"
NO_MATCH SRC_18133 src/spoilers.c:1368:101 "Device"
NO_MATCH SRC_18134 src/spoilers.c:1368:111 "Save"
NO_MATCH SRC_18135 src/spoilers.c:1368:119 "Stealth"
NO_MATCH SRC_18137 src/spoilers.c:1382:88 "Searching"
NO_MATCH SRC_18138 src/spoilers.c:1382:101 "Perception"
NO_MATCH SRC_18139 src/spoilers.c:1382:115 "Melee"
NO_MATCH SRC_18140 src/spoilers.c:1382:124 "Archery"
NO_MATCH SRC_18145 src/spoilers.c:1429:88 "Disarming"
NO_MATCH SRC_18146 src/spoilers.c:1429:101 "Device"
NO_MATCH SRC_18147 src/spoilers.c:1429:111 "Save"
NO_MATCH SRC_18148 src/spoilers.c:1429:119 "Stealth"
NO_MATCH SRC_18150 src/spoilers.c:1443:88 "Searching"
NO_MATCH SRC_18151 src/spoilers.c:1443:101 "Perception"
NO_MATCH SRC_18152 src/spoilers.c:1443:115 "Melee"
NO_MATCH SRC_18153 src/spoilers.c:1443:124 "Archery"
NO_MATCH SRC_18158 src/spoilers.c:1488:88 "Disarming"
NO_MATCH SRC_18159 src/spoilers.c:1488:101 "Device"
NO_MATCH SRC_18160 src/spoilers.c:1488:111 "Save"
NO_MATCH SRC_18161 src/spoilers.c:1488:119 "Stealth"
NO_MATCH SRC_18163 src/spoilers.c:1502:88 "Searching"
NO_MATCH SRC_18164 src/spoilers.c:1502:101 "Perception"
NO_MATCH SRC_18165 src/spoilers.c:1502:115 "Melee"
NO_MATCH SRC_18166 src/spoilers.c:1502:124 "Archery"
NO_MATCH SRC_18181 src/spoilers.c:1604:88 "Disarming"
NO_MATCH SRC_18182 src/spoilers.c:1604:101 "Device"
NO_MATCH SRC_18183 src/spoilers.c:1604:111 "Save"
NO_MATCH SRC_18184 src/spoilers.c:1604:119 "Stealth"
NO_MATCH SRC_18186 src/spoilers.c:1619:88 "Searching"
NO_MATCH SRC_18187 src/spoilers.c:1619:101 "Perception"
NO_MATCH SRC_18188 src/spoilers.c:1619:115 "Melee"
NO_MATCH SRC_18189 src/spoilers.c:1619:124 "Archery"
NO_MATCH SRC_18191 src/spoilers.c:1664:36 "Combat Echizen"
NO_MATCH SRC_18192 src/spoilers.c:1689:11 "Race,Dis,Dev,Sav,Stl,Srh,Fos,Thn,Thb,Stats,Exp\n"
NO_MATCH SRC_18193 src/spoilers.c:1731:11 "Class,Dis,Dev,Sav,Stl,Srh,Fos,Thn,Thb,Dis2,Dev2,Sav2,Thn2,Thb2,Life,BHP,Riding,DualWielding\n"
NO_MATCH SRC_18194 src/spoilers.c:1776:11 "Class,Realm,Index,Name,Level,Cost,Fail\n"
NO_MATCH SRC_18305 src/tables.c:2018:17 "Intelligence"
NO_MATCH SRC_18306 src/tables.c:2018:33 "Wisdom"
NO_MATCH SRC_18307 src/tables.c:2018:43 "Dexterity"
NO_MATCH SRC_18308 src/tables.c:2018:56 "Constitution"
NO_MATCH SRC_18309 src/tables.c:2018:72 "Charisma"
NO_MATCH SRC_18311 src/tables.c:2023:12 "Int"
NO_MATCH SRC_18312 src/tables.c:2023:19 "Wis"
NO_MATCH SRC_18313 src/tables.c:2023:26 "Dex"
NO_MATCH SRC_18314 src/tables.c:2023:33 "Con"
NO_MATCH SRC_18315 src/tables.c:2023:40 "Chr"
NO_MATCH SRC_18323 src/tables.c:2038:18 "Never"
NO_MATCH SRC_18324 src/tables.c:2038:27 "Always"
NO_MATCH SRC_18687 src/tables.c:2673:7 "{ \"Punch\", \"You punch.\", 1, 0, 1, 4, 0 },"
NO_MATCH SRC_18689 src/tables.c:2674:7 "{ \"Kick\", \"You kick.\", 2, 0, 1, 6, 0 },"
NO_MATCH SRC_18691 src/tables.c:2675:7 "{ \"Strike\", \"You strike.\", 3, 0, 1, 7, 0 },"
NO_MATCH SRC_18693 src/tables.c:2676:7 "{ \"Knee\", \"You knee.\", 5, 5, 2, 3, MA_KNEE },"
NO_MATCH SRC_18695 src/tables.c:2677:7 "{ \"Elbow\", \"You elbow.\", 7, 5, 1, 8, 0 },"
NO_MATCH SRC_18697 src/tables.c:2678:7 "{ \"Butt\", \"You <color:U>butt</color>.\", 9, 10, 2, 5, 0 },"
NO_MATCH SRC_18699 src/tables.c:2679:7 "{ \"Kick\", \"You <color:U>kick</color>.\", 11, 10, 3, 4, MA_SLOW },"
NO_MATCH SRC_18701 src/tables.c:2680:7 "{ \"Uppercut\", \"You <color:U>uppercut</color>.\", 13, 12, 4, 4, 6 },"
NO_MATCH SRC_18703 src/tables.c:2681:7 "{ \"Double Kick\", \"You <color:y>double-kick</color>.\", 16, 15, 5, 4, 8 },"
NO_MATCH SRC_18705 src/tables.c:2682:7 "{ \"Cat's Claw\", \"You land a <color:y>Cat's Claw</color>.\", 20, 20, 5, 5, 0 },"
NO_MATCH SRC_18707 src/tables.c:2683:7 "{ \"Jump Kick\", \"You <color:y>jump kick</color>.\", 25, 25, 5, 6, 10 },"
NO_MATCH SRC_18709 src/tables.c:2684:7 "{ \"Eagle's Claw\", \"You land an <color:o>Eagle's Claw</color>.\", 29, 25, 6, 6, 0 },"
NO_MATCH SRC_18711 src/tables.c:2685:7 "{ \"Circle Kick\", \"You <color:o>circle kick</color>.\", 33, 30, 6, 8, 10 },"
NO_MATCH SRC_18713 src/tables.c:2686:7 "{ \"Iron Fist\", \"You land an <color:R>Iron Fist</color>.\", 37, 35, 8, 8, 10 },"
NO_MATCH SRC_18715 src/tables.c:2687:7 "{ \"Flying Kick\", \"You land a <color:R>flying kick</color>.\", 41, 35, 8, 10, 12 },"
NO_MATCH SRC_18717 src/tables.c:2688:7 "{ \"Dragon Fist\", \"You land a <color:r>Dragon Fist</color>.\", 45, 35, 10, 10, 16 },"
NO_MATCH SRC_18719 src/tables.c:2689:7 "{ \"Crushing Blow\", \"You land a <color:v>Crushing Blow</color>.\", 48, 35, 10, 12, 18 },"
NO_MATCH SRC_18731 src/tables.c:2713:6 "{\"Genbu\", 25, \"(Black Tortoise) \"},"
NO_MATCH SRC_18733 src/tables.c:2714:6 "{\"Byakko\", 30, \"(White Tiger) \"},"
NO_MATCH SRC_18735 src/tables.c:2715:6 "{\"Seiryuu\", 35, \"(Blue Dragon) \"},"
NO_MATCH SRC_18737 src/tables.c:2716:6 "{\"Suzaku\", 40, \"(Red Phoenix) \"},"
NO_MATCH SRC_18739 src/tables.c:2721:6 "{\"Iai\", 25, \"Gives a single accuracy-boosted retaliatory blow against melee attacks, at the cost of increasing all damage taken by 20%. Any melee attack by you dispels this posture.\"},"
NO_MATCH SRC_18741 src/tables.c:2722:6 "{\"Huujin\", 30, \"Gives reflection unless blind, at the cost of -1.00 to blows.\"},"
NO_MATCH SRC_18743 src/tables.c:2723:6 "{\"Kouki\", 35, \"Gives +5 to all stats and +50 melee to-hit, at the cost of -50 AC, vulnerability to the base elements, and zero regeneration. Using most inventory items dispels this posture.\"},"
NO_MATCH SRC_18745 src/tables.c:2724:6 "{\"Musou\", 40, \"Gives full telepathy and ultimate resistance, halves most types of damage, and gives a full round of retaliatory blows against melee attacks, at the cost of 2 SP per turn. Almost any action other than retaliation dispels this posture.\"},"
NO_MATCH SRC_18913 src/timelord.c:117:106 "an"
NO_MATCH SRC_18915 src/timelord.c:122:103 "an"
NO_MATCH SRC_18926 src/timelord.c:274:29 "Regeneration"
NO_MATCH SRC_18927 src/timelord.c:277:29 "Speeds your recovery from physical damage."
NO_MATCH SRC_18928 src/timelord.c:297:29 "Foretell"
NO_MATCH SRC_18929 src/timelord.c:300:29 "Detects nearby monsters."
NO_MATCH SRC_18930 src/timelord.c:317:29 "Quicken"
NO_MATCH SRC_18931 src/timelord.c:320:29 "Gives a small speed boost for a short while."
NO_MATCH SRC_18932 src/timelord.c:340:29 "Wither"
NO_MATCH SRC_18933 src/timelord.c:343:29 "Destroy an adjacent wall, tree or door."
NO_MATCH SRC_18934 src/timelord.c:364:27 "The door withers away."
NO_MATCH SRC_18935 src/timelord.c:371:23 "The wall turns to dust."
NO_MATCH SRC_18936 src/timelord.c:378:23 "The tree shrivels and dies."
NO_MATCH SRC_18937 src/timelord.c:394:29 "Blast"
NO_MATCH SRC_18938 src/timelord.c:397:29 "Fires a temporal blast at chosen foe. Time based attacks may produce various effects on a monster including slowing, stasis, and many others."
NO_MATCH SRC_18939 src/timelord.c:424:29 "Revert"
NO_MATCH SRC_18940 src/timelord.c:427:29 "Eliminate monster offspring."
NO_MATCH SRC_18941 src/timelord.c:451:23 "You feel the local population has reverted to an earlier state."
NO_MATCH SRC_18942 src/timelord.c:453:23 "You feel the local population is stable."
NO_MATCH SRC_18943 src/timelord.c:470:29 "Haste"
NO_MATCH SRC_18944 src/timelord.c:473:29 "You gain a temporary speed boost."
NO_MATCH SRC_18945 src/timelord.c:494:29 "Wave"
NO_MATCH SRC_18946 src/timelord.c:497:29 "Produce a wave of time, affecting all monsters in sight."
NO_MATCH SRC_18947 src/timelord.c:518:29 "Shield"
NO_MATCH SRC_18948 src/timelord.c:521:29 "Grants an Aura of Time for a short while."
NO_MATCH SRC_18949 src/timelord.c:541:29 "Rewind"
NO_MATCH SRC_18950 src/timelord.c:544:29 "Temporal escape: You flee to safety, but forget some of your recent experiences."
NO_MATCH SRC_18951 src/timelord.c:548:24 "You will irreversibly alter the time line. Are you sure?"
NO_MATCH SRC_18952 src/timelord.c:553:23 "Nothing happens."
NO_MATCH SRC_18953 src/timelord.c:605:29 "Breath"
NO_MATCH SRC_18954 src/timelord.c:608:29 "Breathe time at chosen foe. Time based attacks may produce various effects on a monster including slowing, stasis, and many others."
NO_MATCH SRC_18955 src/timelord.c:635:29 "Remembrance"
NO_MATCH SRC_18956 src/timelord.c:638:29 "Restores life and stats."
NO_MATCH SRC_18957 src/timelord.c:662:29 "Stasis"
NO_MATCH SRC_18958 src/timelord.c:665:29 "Attempts to suspend all monsters in view."
NO_MATCH SRC_18959 src/timelord.c:686:29 "Travel"
NO_MATCH SRC_18960 src/timelord.c:689:29 "Travel instantaneously to given location. Be careful you don't accidentally get lost!"
NO_MATCH SRC_18961 src/timelord.c:708:29 "Double Move"
NO_MATCH SRC_18962 src/timelord.c:711:29 "After casting this spell, you may take two additional free moves. Make the most of them!"
NO_MATCH SRC_18963 src/timelord.c:716:23 "You're wasting your free turns!"
NO_MATCH SRC_18964 src/timelord.c:738:29 "Foresee"
NO_MATCH SRC_18965 src/timelord.c:741:29 "For a very short time, you will be able to look into the future."
NO_MATCH SRC_18966 src/timelord.c:744:36 "dur %d"
NO_MATCH SRC_18967 src/timelord.c:806:23 "You feel caught in a temporal inversion!"
NO_MATCH SRC_18968 src/timelord.c:811:23 "You feel life's experiences fade away!"
NO_MATCH SRC_18969 src/timelord.c:821:23 "You feel as weak as a newborn kitten!"
NO_MATCH SRC_18971 src/timelord.c:861:19 "Time-Lord"
NO_MATCH SRC_18972 src/timelord.c:862:19 "Time-Lords are masters of temporal magic, altering the flow of time to their advantage. They gain new powers as their experience grows, and are unique in their ability to use time-based spells against monsters. Not only do these attacks damage a foe, they also inflict a wide variety of possible effects, from slowing to amnesia, from evolution to devolution, from weakening to stasis. In addition to temporal attacks, Time-Lords gain great powers of speed, and become naturally faster with experience. Legend has it that masters of time can even see into the future, avoiding attacks that would otherwise prove fatal!\n \nTime-Lords are fairly proficient with magical devices, but are mediocre fighters and not good at archery at all. At high levels, they become resistant to time. Time-Lords' primary stat is Wisdom."
NO_MATCH SRC_18983 src/troika.c:25:47 "Uxip"
NO_MATCH SRC_18984 src/troika.c:25:55 "Sohoglyth"
NO_MATCH SRC_19073 src/troika.c:566:189 "always be"
NO_MATCH SRC_19074 src/troika.c:566:203 "be"
NO_MATCH SRC_19079 src/troika.c:592:225 "wield"
NO_MATCH SRC_19080 src/troika.c:592:235 "wear"
NO_MATCH SRC_19443 src/variable.c:1295:32 "Software Bugs"
NO_MATCH SRC_19445 src/variable.c:1296:67 "Oly"
NO_MATCH SRC_19446 src/variable.c:1296:74 "Olympians"
NO_MATCH SRC_19448 src/variable.c:1297:67 "Egy"
NO_MATCH SRC_19449 src/variable.c:1297:74 "Egyptian gods"
NO_MATCH SRC_19451 src/variable.c:1298:55 "Nor"
NO_MATCH SRC_19452 src/variable.c:1298:62 "Aesir"
NO_MATCH SRC_19454 src/variable.c:1299:55 "Ind"
NO_MATCH SRC_19455 src/variable.c:1299:62 "Hindu deities"
NO_MATCH SRC_19527 src/virtue.c:597:33 "You are a <color:B>great champion</color> of %s.\n"
NO_MATCH SRC_19585 src/warlock.c:883:29 "Jump"
NO_MATCH SRC_19586 src/warlock.c:888:23 "This is a riding technique. Where is your dragon?"
NO_MATCH SRC_19587 src/warlock.c:903:29 "Guided Attack"
NO_MATCH SRC_19588 src/warlock.c:906:29 "Guide your dragon to attack a chosen foe."
NO_MATCH SRC_19589 src/warlock.c:918:23 "This is a riding technique. Where is your dragon?"
NO_MATCH SRC_19590 src/warlock.c:924:23 "You sense your dragon is too tired for another attack."
NO_MATCH SRC_19591 src/warlock.c:953:27 "There is no monster there."
NO_MATCH SRC_19593 src/warlock.c:1014:29 "Guided Breath"
NO_MATCH SRC_19594 src/warlock.c:1017:29 "Guide your dragon to breathe at a chosen foe."
NO_MATCH SRC_19595 src/warlock.c:1026:23 "This is a riding technique. Where is your dragon?"
NO_MATCH SRC_19596 src/warlock.c:1032:23 "You sense your dragon is too tired for another attack."
NO_MATCH SRC_19597 src/warlock.c:1055:29 "Dragons' Fury"
NO_MATCH SRC_19598 src/warlock.c:1058:29 "Guide all of your pet dragons to breathe at a chosen target."
NO_MATCH SRC_19599 src/warlock.c:1068:23 "This is a riding technique. Where is your dragon?"
NO_MATCH SRC_19600 src/warlock.c:1074:23 "You sense your dragon is too tired for another attack."
NO_MATCH SRC_19601 src/warlock.c:1080:19 "<color:v>Dragons: As One!!</color>"
NO_MATCH SRC_19602 src/warlock.c:1110:36 "%^s disappears!"
NO_MATCH SRC_19603 src/warlock.c:1127:3 "Dragons"
NO_MATCH SRC_19605 src/warlock.c:1203:29 "Blast: Dispelling"
NO_MATCH SRC_19606 src/warlock.c:1206:29 "Fires an Eldritch Blast which also does Dispel Magic."
NO_MATCH SRC_19607 src/warlock.c:1235:3 "Angels"
NO_MATCH SRC_19609 src/warlock.c:1311:29 "Blast: Vengeful"
NO_MATCH SRC_19610 src/warlock.c:1314:29 "Fires an extremely deadly Eldritch Blast, but you also take 100 damage."
NO_MATCH SRC_19613 src/warlock.c:1336:28 "Really cast Vengeful Blast?"
NO_MATCH SRC_19615 src/warlock.c:1353:3 "Demons"
NO_MATCH SRC_19617 src/warlock.c:1435:29 "Blast: Aether"
NO_MATCH SRC_19618 src/warlock.c:1438:29 "You channel the aether to unleash 2+1d5 random effects via your Eldritch Blast."
NO_MATCH SRC_19621 src/warlock.c:1476:24 "You channel <color:%c>%s</color>."
NO_MATCH SRC_19622 src/warlock.c:1498:29 "Dog Whistle"
NO_MATCH SRC_19623 src/warlock.c:1501:29 "By emitting a shrill whistle, unaudible to most, you attempt to control nearby canines."
NO_MATCH SRC_19624 src/warlock.c:1518:29 "Aether Shield"
NO_MATCH SRC_19625 src/warlock.c:1521:29 "Much like the dreaded Aether hound, you will gain protective elemental auras for a bit."
NO_MATCH SRC_19626 src/warlock.c:1534:3 "Hounds"
NO_MATCH SRC_19629 src/warlock.c:1602:29 "Blast: Phasing"
NO_MATCH SRC_19630 src/warlock.c:1605:29 "Fire an Eldritch Blast and then jump to safety in a single move."
NO_MATCH SRC_19631 src/warlock.c:1639:29 "Nexus Ball"
NO_MATCH SRC_19632 src/warlock.c:1642:29 "Generates a ball of nexus on chosen target."
NO_MATCH SRC_19633 src/warlock.c:1676:29 "Poison Jump"
NO_MATCH SRC_19634 src/warlock.c:1679:29 "Generates a ball of poison as you jump to safety."
NO_MATCH SRC_19635 src/warlock.c:1701:29 "Nexus Jump"
NO_MATCH SRC_19636 src/warlock.c:1704:29 "Generates a ball of nexus as you jump to safety."
NO_MATCH SRC_19637 src/warlock.c:1726:29 "Greater Nexus Jump"
NO_MATCH SRC_19638 src/warlock.c:1729:29 "Generates a huge ball of nexus as you jump to safety."
NO_MATCH SRC_19639 src/warlock.c:1746:3 "Spiders"
NO_MATCH SRC_19641 src/warlock.c:1835:29 "Blast: Confusing"
NO_MATCH SRC_19642 src/warlock.c:1838:29 "Fires an Eldritch Blast that also confuses your opponent."
NO_MATCH SRC_19643 src/warlock.c:1871:29 "Giant's Healing"
NO_MATCH SRC_19644 src/warlock.c:1874:29 "All powerful giants can heal themselves, right? Why not you?"
NO_MATCH SRC_19645 src/warlock.c:1877:36 "Heals %d"
NO_MATCH SRC_19646 src/warlock.c:1890:3 "Giants"
NO_MATCH SRC_19648 src/warlock.c:2039:25 "arcane power"
NO_MATCH SRC_19649 src/warlock.c:2121:19 "Warlock"
NO_MATCH SRC_19650 src/warlock.c:2123:9 "Warlocks are a magical class; they derive their spells and powers not from books, but from an eldritch pact made with a given class of monsters. This pact is irrevocable and is made at the outset of the Warlock's career. Depending on the class of monsters with whom they ally, the warlock will gain unique bonuses, abilities and magical powers; for example, alliance with the forces of the netherworld grants resistances to poison and nether, enhanced constitution and spells to control and conjure the unliving, as well as spells to access the damaging forces of the netherworld directly. Each such alliance has thematic bonuses and powers, and you can read the details in the respective help sections.\n\nAllying with a given class of monsters dramatically reduces the warlock's ability to fight these foes. Instead, the warlock seeks cooperation with their brethren, or perhaps domination over them; direct assaults are rarely successful.\n \nIn addition to pact-related spells, all warlocks gain access to the unique power of the Eldritch Blast. Their primary spell stat is Charisma, since they seek dominion and alliance with their chosen kin, and these monsters tend to have a strong will of their own."
NO_MATCH SRC_19913 src/weaponmaster.c:3935:27 "The ammo you readied no longer exists!"
NO_MATCH SRC_20157 src/werewolf.c:188:138 "a ravenous"
NO_MATCH SRC_20159 src/werewolf.c:189:102 "a ravenous"
NO_MATCH SRC_20387 src/wild_talent.c:380:52 "Browse which group of talents?"
NO_MATCH SRC_20593 src/wizard1.c:260:34 "Wgt"
NO_MATCH SRC_20594 src/wizard1.c:260:41 "Lev"
NO_MATCH SRC_20595 src/wizard1.c:260:48 "Cost"
NO_MATCH SRC_20670 src/wizard1.c:1581:71 "Name"
NO_MATCH SRC_20683 src/wizard1.c:1742:22 "Dynamic Spell Frequencies"
NO_MATCH SRC_20684 src/wizard1.c:1792:21 "<color:R> ------Baseline------ ------Approach I---- ----Approach II-----</color>\n"
NO_MATCH SRC_20685 src/wizard1.c:1793:21 "<color:G>Freq Actual Mean Std Max Actual Mean Std Max Actual Mean Std Max</color>\n"
NO_MATCH SRC_20686 src/wizard1.c:1806:21 "\n\nThe stats are on the number of casts in a row. This if very important for melee characters where long runs of monster spell casting are to be avoided.\n"
NO_MATCH SRC_20687 src/wizard1.c:1809:22 "Dynamic Spell Frequencies in Melee"
NO_MATCH SRC_20689 src/wizard1.c:1834:21 "<topic:d_vs_s><color:r>Difficulty vs Skill</color>\n"
NO_MATCH SRC_20690 src/wizard1.c:1839:29 "\n<color:G>Dev"
NO_MATCH SRC_20691 src/wizard1.c:1853:21 "\n<topic:s_vs_d><color:r>Skill vs Difficulty</color>\n"
NO_MATCH SRC_20692 src/wizard1.c:1858:29 "\n<color:G>Skl"
NO_MATCH SRC_20693 src/wizard1.c:1872:21 "\n<color:D>Generated for FrogComposband %d.%d.%s</color>\n"
NO_MATCH SRC_20694 src/wizard1.c:1874:22 "Device Fail Rates"
NO_MATCH SRC_20702 src/wizard1.c:1911:24 "power %d"
NO_MATCH SRC_20703 src/wizard1.c:1913:24 "Power %d"
NO_MATCH SRC_20704 src/wizard1.c:1930:29 "\n<style:heading>%-15.15s</style><color:G> Min Max 5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100</color>\n"
NO_MATCH SRC_20706 src/wizard1.c:1953:53 "Wands"
NO_MATCH SRC_20707 src/wizard1.c:1954:54 "Staves"
NO_MATCH SRC_20708 src/wizard1.c:1955:52 "Rods"
NO_MATCH SRC_20709 src/wizard1.c:1958:21 "\n<color:D>Generated for FrogComposband %d.%d.%s</color>\n"
NO_MATCH SRC_20710 src/wizard1.c:1960:22 "Device Damage/Power Tables"
NO_MATCH SRC_20711 src/wizard1.c:1994:22 "Monster Spoilers"
NO_MATCH SRC_20712 src/wizard1.c:2035:21 "[%d]: <color:B>%s</color> (Level <color:G>%d</color>,"
NO_MATCH SRC_20714 src/wizard1.c:2052:21 "<color:heading>Monster Evolution for FrogComposband Version %d.%d.%s</color>\n"
NO_MATCH SRC_20715 src/wizard1.c:2072:22 "Monster Evolution"
NO_MATCH SRC_20717 src/wizard1.c:2084:21 "<color:heading>Monsters Sharing Symbols With Other Monsters</color>\n"
NO_MATCH SRC_20718 src/wizard1.c:2110:25 "[%d]: <color:B>%s</color> (<color:%c>%c</color>): with"
NO_MATCH SRC_20719 src/wizard1.c:2111:36 "%d non-unique%s%s"
NO_MATCH SRC_20720 src/wizard1.c:2111:97 "and"
NO_MATCH SRC_20721 src/wizard1.c:2112:36 "%d unique%s"
NO_MATCH SRC_20722 src/wizard1.c:2117:22 "Monsters Sharing Symbols"
NO_MATCH SRC_20724 src/wizard1.c:2191:21 "<topic:Personalities><style:heading>Personalities</style>\n"
NO_MATCH SRC_20725 src/wizard1.c:2192:21 "<color:G>%-20.20s Dis Dev Sav Stl Srh Fos Thn Thb</color>\n"
NO_MATCH SRC_20726 src/wizard1.c:2192:92 "Name"
NO_MATCH SRC_20727 src/wizard1.c:2205:21 "<topic:Races><style:heading>Races</style>\n"
NO_MATCH SRC_20728 src/wizard1.c:2206:21 "<color:G>%-20.20s Dis Dev Sav Stl Srh Fos Thn Thb</color>\n"
NO_MATCH SRC_20729 src/wizard1.c:2206:92 "Name"
NO_MATCH SRC_20730 src/wizard1.c:2233:21 "\n<color:D>Generated for FrogComposband %d.%d.%s</color>\n"
NO_MATCH SRC_20731 src/wizard1.c:2235:22 "Skills"
NO_MATCH SRC_20732 src/wizard1.c:2265:21 "<color:o>%-25.25s</color><color:G> Lvl Cst Fail </color>\n"
NO_MATCH SRC_20733 src/wizard1.c:2285:60 "Illegible"
NO_MATCH SRC_20734 src/wizard1.c:2353:22 "Spells by Class"
